productId,Price in Naira,total sales,date of sales,storeId,price in kobo,,,,,,,
QQY5BH7631412222282,2850,2,1/2/2020,QQY5BH,285000,,,,,,,
QQY5BH80351665805181,11500,1,1/2/2020,QQY5BH,1150000,,,,,,,
QQY5BH8133870110461,250,1,1/2/2020,QQY5BH,25000,,,,,,,
QQY5BH97814508751961,8400,1,1/2/2020,QQY5BH,840000,,,,,,,
QQY5BH97814814853021,2880,1,1/2/2020,QQY5BH,288000,,,,,,,
QQY5BH022000135599,1700,1,4/2/2020,QQY5BH,170000,,,,,,,
QQY5BH034007041,1200,1,4/2/2020,QQY5BH,120000,,,,,,,
QQY5BH0738520146861,13000,1,4/2/2020,QQY5BH,1300000,,,,,,,
QQY5BH6392777428271,1000,1,4/2/2020,QQY5BH,100000,,,,,,,
QQY5BH7295929011101,12000,1,4/2/2020,QQY5BH,1200000,,,,,,,
QQY5BH89013240008011,50,1,4/2/2020,QQY5BH,5000,,,,,,,
QQY5BH89013240237011,200,1,4/2/2020,QQY5BH,20000,,,,,,,
QQY5BH0599820030041,500,1,5/2/2020,QQY5BH,50000,,,,,,,
QQY5BH7381655111081,3500,1,5/2/2020,QQY5BH,350000,,,,,,,
QQY5BH0584968130481,500,1,7/2/2020,QQY5BH,50000,,,,,,,
QQY5BH6720088056061,1000,1,7/2/2020,QQY5BH,100000,,,,,,,
QQY5BH6720088056131,1000,1,7/2/2020,QQY5BH,100000,,,,,,,
QQY5BH7181032391651,200,1,7/2/2020,QQY5BH,20000,,,,,,,
QQY5BH0738520146861,9750,2,10/2/2020,QQY5BH,975000,,,,,,,
QQY5BH50538347431121,250,1,10/2/2020,QQY5BH,25000,,,,,,,
QQY5BH7384261110761,150,1,10/2/2020,QQY5BH,15000,,,,,,,
QQY5BH402980082139491,2500,1,11/2/2020,QQY5BH,250000,,,,,,,
QQY5BH69400791037971,250,1,11/2/2020,QQY5BH,25000,,,,,,,
QQY5BH7381801111031,500,1,11/2/2020,QQY5BH,50000,,,,,,,
QQY5BH0584968130481,500,1,12/2/2020,QQY5BH,50000,,,,,,,
QQY5BH5986031,500,1,12/2/2020,QQY5BH,50000,,,,,,,
QQY5BH0649004627881,500,1,14/2/2020,QQY5BH,50000,,,,,,,
QQY5BH6678882511861,700,1,14/2/2020,QQY5BH,70000,,,,,,,
QQY5BH69352053925651,800,1,14/2/2020,QQY5BH,80000,,,,,,,
QQY5BH7384261110761,150,1,14/2/2020,QQY5BH,15000,,,,,,,
QQY5BH7389161110951,100,1,14/2/2020,QQY5BH,10000,,,,,,,
QQY5BH0606311860161,1000,1,15/2/2020,QQY5BH,100000,,,,,,,
QQY5BH69351907304031,700,1,15/2/2020,QQY5BH,70000,,,,,,,
QQY5BH7181032391651,200,1,15/2/2020,QQY5BH,20000,,,,,,,
QQY5BH7295926311101,3000,1,15/2/2020,QQY5BH,300000,,,,,,,
QQY5BH7384261110761,150,1,15/2/2020,QQY5BH,15000,,,,,,,
QQY5BH7386122411101,800,1,15/2/2020,QQY5BH,80000,,,,,,,
QQY5BH022000135582,1700,1,17/2/2020,QQY5BH,170000,,,,,,,
QQY5BH0260000030561,2800,1,17/2/2020,QQY5BH,280000,,,,,,,
QQY5BH0565948515281,1400,1,17/2/2020,QQY5BH,140000,,,,,,,
QQY5BH0615506030595,2800,1,17/2/2020,QQY5BH,280000,,,,,,,
QQY5BH0684880709771,750,1,17/2/2020,QQY5BH,75000,,,,,,,
QQY5BH0766664610111,800,1,17/2/2020,QQY5BH,80000,,,,,,,
QQY5BH0584968130481,500,1,17/2/2020,QQY5BH,50000,,,,,,,
QQY5BH6392773508791,1000,1,17/2/2020,QQY5BH,100000,,,,,,,
QQY5BH6392775299161,900,1,17/2/2020,QQY5BH,90000,,,,,,,
QQY5BH6392777253631,1500,1,17/2/2020,QQY5BH,150000,,,,,,,
QQY5BH6392778094761,700,1,17/2/2020,QQY5BH,70000,,,,,,,
QQY5BH6392779579001,1000,1,17/2/2020,QQY5BH,100000,,,,,,,
QQY5BH6392779830081,800,1,17/2/2020,QQY5BH,80000,,,,,,,
QQY5BH69707777122361,800,1,17/2/2020,QQY5BH,80000,,,,,,,
QQY5BH0615506030595,2800,1,18/2/2020,QQY5BH,280000,,,,,,,
QQY5BH0826653056521,1200,1,18/2/2020,QQY5BH,120000,,,,,,,
QQY5BH6032501837301,800,1,18/2/2020,QQY5BH,80000,,,,,,,
QQY5BH6678880107071,1300,1,18/2/2020,QQY5BH,130000,,,,,,,
QQY5BH69352053925651,800,1,18/2/2020,QQY5BH,80000,,,,,,,
QQY5BH7387311110711,200,1,18/2/2020,QQY5BH,20000,,,,,,,
QQY5BH47565623266571,2850,2,19/2/2020,QQY5BH,285000,,,,,,,
QQY5BH7251500128011,350,1,19/2/2020,QQY5BH,35000,,,,,,,
QQY5BH7384261110761,150,1,19/2/2020,QQY5BH,15000,,,,,,,
QQY5BH7387321110541,100,1,19/2/2020,QQY5BH,10000,,,,,,,
QQY5BH85706666999901,300,1,19/2/2020,QQY5BH,30000,,,,,,,
QQY5BH97801413249131,3000,1,19/2/2020,QQY5BH,300000,,,,,,,
QQY5BH97801413319731,3000,2,19/2/2020,QQY5BH,300000,,,,,,,
QQY5BH97801413408211,3000,2,19/2/2020,QQY5BH,300000,,,,,,,
QQY5BH97801413457411,3000,2,19/2/2020,QQY5BH,300000,,,,,,,
QQY5BH97801413650911,3000,2,19/2/2020,QQY5BH,300000,,,,,,,
QQY5BH97814711227741,3200,2,19/2/2020,QQY5BH,320000,,,,,,,
QQY5BH97814711440281,3200,2,19/2/2020,QQY5BH,320000,,,,,,,
QQY5BH97814711447761,3200,2,19/2/2020,QQY5BH,320000,,,,,,,
QQY5BH6258286280781,2000,1,20/2/2020,QQY5BH,200000,,,,,,,
QQY5BH6392770217621,1200,1,20/2/2020,QQY5BH,120000,,,,,,,
QQY5BH6678880146823,1500,1,20/2/2020,QQY5BH,150000,,,,,,,
QQY5BH6678881798621,1500,1,20/2/2020,QQY5BH,150000,,,,,,,
QQY5BH022000135582,1700,1,21/2/2020,QQY5BH,170000,,,,,,,
QQY5BH022000135599,1700,1,21/2/2020,QQY5BH,170000,,,,,,,
QQY5BH20769910097571,8500,1,21/2/2020,QQY5BH,850000,,,,,,,
QQY5BH69422103000101,200,2,21/2/2020,QQY5BH,20000,,,,,,,
QQY5BH7385037111001,300,1,21/2/2020,QQY5BH,30000,,,,,,,
QQY5BH6305093462261,5100,2,22/2/2020,QQY5BH,510000,,,,,,,
QQY5BH6678881692761,5000,4,22/2/2020,QQY5BH,500000,,,,,,,
QQY5BH69382471559381,1500,2,22/2/2020,QQY5BH,150000,,,,,,,
QQY5BH7386117611102,500,1,22/2/2020,QQY5BH,50000,,,,,,,
QQY5BH31541474966191,850,2,24/2/2020,QQY5BH,85000,,,,,,,
QQY5BH69707387940591,250,1,24/2/2020,QQY5BH,25000,,,,,,,
QQY5BH0333172073121,72000,1,25/2/2020,QQY5BH,7200000,,,,,,,
QQY5BH0584968123241,500,1,25/2/2020,QQY5BH,50000,,,,,,,
QQY5BH20769910097571,8500,1,25/2/2020,QQY5BH,850000,,,,,,,
QQY5BH2289801,750,1,25/2/2020,QQY5BH,75000,,,,,,,
QQY5BH0584968130481,500,1,25/2/2020,QQY5BH,50000,,,,,,,
QQY5BH6392773508622,1000,1,25/2/2020,QQY5BH,100000,,,,,,,
QQY5BH69351907304031,700,2,25/2/2020,QQY5BH,70000,,,,,,,
QQY5BH0340007015201,2200,2,26/2/2020,QQY5BH,220000,,,,,,,
QQY5BH034405081,2200,2,26/2/2020,QQY5BH,220000,,,,,,,
QQY5BH034545011,1700,2,26/2/2020,QQY5BH,170000,,,,,,,
QQY5BH034848031,1700,2,26/2/2020,QQY5BH,170000,,,,,,,
QQY5BH0787422471371,200,2,26/2/2020,QQY5BH,20000,,,,,,,
QQY5BH71810323916511,200,1,26/2/2020,QQY5BH,20000,,,,,,,
QQY5BH7385921411101,500,3,26/2/2020,QQY5BH,50000,,,,,,,
QQY5BH7386117611102,500,1,26/2/2020,QQY5BH,50000,,,,,,,
QQY5BH80211610013321,4500,1,26/2/2020,QQY5BH,450000,,,,,,,
QQY5BH8449830680351,6500,1,26/2/2020,QQY5BH,650000,,,,,,,
QQY5BH8518060005301,200,1,26/2/2020,QQY5BH,20000,,,,,,,
QQY5BH31541427864941,1000,1,27/2/2020,QQY5BH,100000,,,,,,,
QQY5BH0584968130481,500,1,27/2/2020,QQY5BH,50000,,,,,,,
QQY5BH7382291110331,50,1,27/2/2020,QQY5BH,5000,,,,,,,
QQY5BH7646080509411,700,1,27/2/2020,QQY5BH,70000,,,,,,,
QQY5BH97801413249131,3000,1,27/2/2020,QQY5BH,300000,,,,,,,
QQY5BH0636521661041,8500,1,28/2/2020,QQY5BH,850000,,,,,,,
QQY5BH0786282504731,2500,1,28/2/2020,QQY5BH,250000,,,,,,,
QQY5BH6678882110121,1000,1,28/2/2020,QQY5BH,100000,,,,,,,
QQY5BH0426920627511,1800,1,29/2/2020,QQY5BH,180000,,,,,,,
QQY5BH0738520277471,1000,3,29/2/2020,QQY5BH,100000,,,,,,,
QQY5BH7386117611102,500,4,29/2/2020,QQY5BH,50000,,,,,,,
QQY5BH8727110030411,700,3,29/2/2020,QQY5BH,70000,,,,,,,
QQY5BH97827643345391,8200,1,29/2/2020,QQY5BH,820000,,,,,,,
QQY5BH034545011,1700,1,1/3/2020,QQY5BH,170000,,,,,,,
QQY5BH034847061,2200,1,1/3/2020,QQY5BH,220000,,,,,,,
QQY5BH0606311860161,1000,1,1/3/2020,QQY5BH,100000,,,,,,,
QQY5BH0738520276001,1000,1,1/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6392772107531,2500,1,1/3/2020,QQY5BH,250000,,,,,,,
QQY5BH6392772219261,2500,1,1/3/2020,QQY5BH,250000,,,,,,,
QQY5BH7388810811101,3000,1,1/3/2020,QQY5BH,300000,,,,,,,
QQY5BH8727110030411,700,1,1/3/2020,QQY5BH,70000,,,,,,,
QQY5BH0584968123241,500,1,2/3/2020,QQY5BH,50000,,,,,,,
QQY5BH0603838047321,1000,2,2/3/2020,QQY5BH,100000,,,,,,,
QQY5BH0738520562421,800,2,2/3/2020,QQY5BH,80000,,,,,,,
QQY5BH0738524010731,3500,1,2/3/2020,QQY5BH,350000,,,,,,,
QQY5BH0792523182561,130,1,2/3/2020,QQY5BH,13000,,,,,,,
QQY5BH0584968130481,500,1,2/3/2020,QQY5BH,50000,,,,,,,
QQY5BH50520892031431,600,1,2/3/2020,QQY5BH,60000,,,,,,,
QQY5BH6392771651381,650,4,2/3/2020,QQY5BH,65000,,,,,,,
QQY5BH6392772219261,2500,2,2/3/2020,QQY5BH,250000,,,,,,,
QQY5BH6392777133601,1000,1,2/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6678880603991,1500,1,2/3/2020,QQY5BH,150000,,,,,,,
QQY5BH69400791037971,250,1,2/3/2020,QQY5BH,25000,,,,,,,
QQY5BH7251500128011,350,1,2/3/2020,QQY5BH,35000,,,,,,,
QQY5BH7296391111041,750,1,2/3/2020,QQY5BH,75000,,,,,,,
QQY5BH7382162110231,250,1,2/3/2020,QQY5BH,25000,,,,,,,
QQY5BH7385911111111,200,2,2/3/2020,QQY5BH,20000,,,,,,,
QQY5BH7386117611102,500,1,2/3/2020,QQY5BH,50000,,,,,,,
QQY5BH8727110030411,700,5,2/3/2020,QQY5BH,70000,,,,,,,
QQY5BH89013240008011,50,1,2/3/2020,QQY5BH,5000,,,,,,,
QQY5BH022000135599,1700,1,3/3/2020,QQY5BH,170000,,,,,,,
QQY5BH0603838047321,1000,1,3/3/2020,QQY5BH,100000,,,,,,,
QQY5BH31541424213261,1000,1,3/3/2020,QQY5BH,100000,,,,,,,
QQY5BH4211095800001,250,1,3/3/2020,QQY5BH,25000,,,,,,,
QQY5BH50114175591611,1200,1,3/3/2020,QQY5BH,120000,,,,,,,
QQY5BH50120085611051,1500,1,3/3/2020,QQY5BH,150000,,,,,,,
QQY5BH50520892031431,600,1,3/3/2020,QQY5BH,60000,,,,,,,
QQY5BH52850023228231,900,1,3/3/2020,QQY5BH,90000,,,,,,,
QQY5BH5986031,500,2,3/3/2020,QQY5BH,50000,,,,,,,
QQY5BH6392776418611,1000,1,3/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6678883884311,500,1,3/3/2020,QQY5BH,50000,,,,,,,
QQY5BH7243281322041,80,1,3/3/2020,QQY5BH,8000,,,,,,,
QQY5BH7386117611102,500,2,3/3/2020,QQY5BH,50000,,,,,,,
QQY5BH7388810211101,4300,1,3/3/2020,QQY5BH,430000,,,,,,,
QQY5BH7388810311101,4300,1,3/3/2020,QQY5BH,430000,,,,,,,
QQY5BH7388810411101,4300,1,3/3/2020,QQY5BH,430000,,,,,,,
QQY5BH7388810511101,4300,1,3/3/2020,QQY5BH,430000,,,,,,,
QQY5BH7388810611101,3225,1,3/3/2020,QQY5BH,322500,,,,,,,
QQY5BH7388810711101,3225,1,3/3/2020,QQY5BH,322500,,,,,,,
QQY5BH7388810811101,3225,1,3/3/2020,QQY5BH,322500,,,,,,,
QQY5BH7388810911101,3225,1,3/3/2020,QQY5BH,322500,,,,,,,
QQY5BH7381965111051,8500,1,4/3/2020,QQY5BH,850000,,,,,,,
QQY5BH7385037111001,300,1,4/3/2020,QQY5BH,30000,,,,,,,
QQY5BH7386117611102,500,1,4/3/2020,QQY5BH,50000,,,,,,,
QQY5BH8052191471081,260,1,4/3/2020,QQY5BH,26000,,,,,,,
QQY5BH97814449474031,2500,1,4/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97881310154901,1300,1,4/3/2020,QQY5BH,130000,,,,,,,
QQY5BH97881310159951,1200,1,4/3/2020,QQY5BH,120000,,,,,,,
QQY5BH0411160107741,750,1,5/3/2020,QQY5BH,75000,,,,,,,
QQY5BH0606319016191,200,1,5/3/2020,QQY5BH,20000,,,,,,,
QQY5BH0649004627881,500,1,5/3/2020,QQY5BH,50000,,,,,,,
QQY5BH0747117889221,2800,1,5/3/2020,QQY5BH,280000,,,,,,,
QQY5BH4211096700081,300,1,5/3/2020,QQY5BH,30000,,,,,,,
QQY5BH50114175654521,2000,1,5/3/2020,QQY5BH,200000,,,,,,,
QQY5BH6392772839861,1200,1,5/3/2020,QQY5BH,120000,,,,,,,
QQY5BH6392774494741,1000,1,5/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6392774700721,900,1,5/3/2020,QQY5BH,90000,,,,,,,
QQY5BH6392776001721,1000,1,5/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6392776081091,1500,1,5/3/2020,QQY5BH,150000,,,,,,,
QQY5BH6678882791041,1000,1,5/3/2020,QQY5BH,100000,,,,,,,
QQY5BH7385484111221,2916,1,5/3/2020,QQY5BH,291600,,,,,,,
QQY5BH7385638111081,2000,1,5/3/2020,QQY5BH,200000,,,,,,,
QQY5BH8064094266381,11500,1,5/3/2020,QQY5BH,1150000,,,,,,,
QQY5BH8584760057971,1296,1,5/3/2020,QQY5BH,129600,,,,,,,
QQY5BH97800615541171,2700,1,5/3/2020,QQY5BH,270000,,,,,,,
QQY5BH97800615541621,2700,1,5/3/2020,QQY5BH,270000,,,,,,,
QQY5BH97801413430061,3000,1,5/3/2020,QQY5BH,300000,,,,,,,
QQY5BH97801413730101,3240,1,5/3/2020,QQY5BH,324000,,,,,,,
QQY5BH7385415111161,2500,1,5/3/2020,QQY5BH,250000,,,,,,,
QQY5BH7385416111061,2500,1,5/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97802412376871,1200,1,5/3/2020,QQY5BH,120000,,,,,,,
QQY5BH97802412796561,1200,1,5/3/2020,QQY5BH,120000,,,,,,,
QQY5BH97802412797171,2500,1,5/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97802413219801,3800,1,5/3/2020,QQY5BH,380000,,,,,,,
QQY5BH97802414053521,2500,1,5/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97802414056041,3950,1,5/3/2020,QQY5BH,395000,,,,,,,
QQY5BH97804484793301,2850,1,5/3/2020,QQY5BH,285000,,,,,,,
QQY5BH97807181934091,1296,1,5/3/2020,QQY5BH,129600,,,,,,,
QQY5BH97807232728781,2500,1,5/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97807232807981,2700,1,5/3/2020,QQY5BH,270000,,,,,,,
QQY5BH7385416111111,2500,1,5/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97807611950231,2160,1,5/3/2020,QQY5BH,216000,,,,,,,
QQY5BH97814093141341,1200,1,5/3/2020,QQY5BH,120000,,,,,,,
QQY5BH97814093141721,1200,1,5/3/2020,QQY5BH,120000,,,,,,,
QQY5BH97814093149431,7500,1,5/3/2020,QQY5BH,750000,,,,,,,
QQY5BH97814472547991,3000,1,5/3/2020,QQY5BH,300000,,,,,,,
QQY5BH97814654357501,10800,1,5/3/2020,QQY5BH,1080000,,,,,,,
QQY5BH97814711440281,3200,1,5/3/2020,QQY5BH,320000,,,,,,,
QQY5BH97814711447761,3200,1,5/3/2020,QQY5BH,320000,,,,,,,
QQY5BH97814711731581,3200,1,5/3/2020,QQY5BH,320000,,,,,,,
QQY5BH97814711733631,3200,1,5/3/2020,QQY5BH,320000,,,,,,,
QQY5BH97817817501311,1200,1,5/3/2020,QQY5BH,120000,,,,,,,
QQY5BH97881310084851,1620,1,5/3/2020,QQY5BH,162000,,,,,,,
QQY5BH97881310154901,1300,1,5/3/2020,QQY5BH,130000,,,,,,,
QQY5BH022000135582,1700,1,6/3/2020,QQY5BH,170000,,,,,,,
QQY5BH034009081,1200,1,6/3/2020,QQY5BH,120000,,,,,,,
QQY5BH0584968123241,500,1,6/3/2020,QQY5BH,50000,,,,,,,
QQY5BH0649004627881,500,1,6/3/2020,QQY5BH,50000,,,,,,,
QQY5BH0735270375141,3500,1,6/3/2020,QQY5BH,350000,,,,,,,
QQY5BH0584968130481,500,2,6/3/2020,QQY5BH,50000,,,,,,,
QQY5BH503080021534691,2500,1,6/3/2020,QQY5BH,250000,,,,,,,
QQY5BH50600685511471,1500,2,6/3/2020,QQY5BH,150000,,,,,,,
QQY5BH5986031,500,1,6/3/2020,QQY5BH,50000,,,,,,,
QQY5BH6131530668181,3500,1,6/3/2020,QQY5BH,350000,,,,,,,
QQY5BH62911065970591,3750,1,6/3/2020,QQY5BH,375000,,,,,,,
QQY5BH6392772925131,1620,1,6/3/2020,QQY5BH,162000,,,,,,,
QQY5BH6392773634111,850,1,6/3/2020,QQY5BH,85000,,,,,,,
QQY5BH6392777840321,850,1,6/3/2020,QQY5BH,85000,,,,,,,
QQY5BH6393024487241,18000,2,6/3/2020,QQY5BH,1800000,,,,,,,
QQY5BH6678880103251,1000,1,6/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6678880231962,1500,1,6/3/2020,QQY5BH,150000,,,,,,,
QQY5BH7310151186011,1620,1,6/3/2020,QQY5BH,162000,,,,,,,
QQY5BH7386117611102,500,1,6/3/2020,QQY5BH,50000,,,,,,,
QQY5BH7387321110543,100,1,6/3/2020,QQY5BH,10000,,,,,,,
QQY5BH80211610013321,4500,1,6/3/2020,QQY5BH,450000,,,,,,,
QQY5BH8727110030411,756,2,6/3/2020,QQY5BH,75600,,,,,,,
QQY5BH97800073456251,4104,1,6/3/2020,QQY5BH,410400,,,,,,,
QQY5BH97803107385341,3240,1,6/3/2020,QQY5BH,324000,,,,,,,
QQY5BH97804484796751,2850,2,6/3/2020,QQY5BH,285000,,,,,,,
QQY5BH97808570798001,3456,1,6/3/2020,QQY5BH,345600,,,,,,,
QQY5BH97814197118931,3240,1,6/3/2020,QQY5BH,324000,,,,,,,
QQY5BH97814711177011,3456,1,6/3/2020,QQY5BH,345600,,,,,,,
QQY5BHX000H0OZFZ1,18000,2,6/3/2020,QQY5BH,1800000,,,,,,,
QQY5BH0155868410531,1200,1,7/3/2020,QQY5BH,120000,,,,,,,
QQY5BH0493921133181,650,1,7/3/2020,QQY5BH,65000,,,,,,,
QQY5BH0493922806691,850,1,7/3/2020,QQY5BH,85000,,,,,,,
QQY5BH0724472902451,3800,1,7/3/2020,QQY5BH,380000,,,,,,,
QQY5BH0786282507251,5500,1,7/3/2020,QQY5BH,550000,,,,,,,
QQY5BH34177616920041,12000,1,7/3/2020,QQY5BH,1200000,,,,,,,
QQY5BH402980082139491,2500,1,7/3/2020,QQY5BH,250000,,,,,,,
QQY5BH53971797442681,3500,1,7/3/2020,QQY5BH,350000,,,,,,,
QQY5BH6392774243961,1000,1,7/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6392775116211,1000,1,7/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6392777559191,378,1,7/3/2020,QQY5BH,37800,,,,,,,
QQY5BH6678880107901,680,1,7/3/2020,QQY5BH,68000,,,,,,,
QQY5BH6678881626661,2800,1,7/3/2020,QQY5BH,280000,,,,,,,
QQY5BH6678882076191,3000,1,7/3/2020,QQY5BH,300000,,,,,,,
QQY5BH6678882355821,2000,1,7/3/2020,QQY5BH,200000,,,,,,,
QQY5BH7381808111081,1000,1,7/3/2020,QQY5BH,100000,,,,,,,
QQY5BH7385638111081,2000,1,7/3/2020,QQY5BH,200000,,,,,,,
QQY5BH7386117611102,500,1,7/3/2020,QQY5BH,50000,,,,,,,
QQY5BH7757492275742,1000,1,7/3/2020,QQY5BH,100000,,,,,,,
QQY5BH97800081516141,2000,1,7/3/2020,QQY5BH,200000,,,,,,,
QQY5BH97802414056041,3950,1,7/3/2020,QQY5BH,395000,,,,,,,
QQY5BH97802414120391,3800,1,7/3/2020,QQY5BH,380000,,,,,,,
QQY5BH97803107385101,3000,1,7/3/2020,QQY5BH,300000,,,,,,,
QQY5BH97804404209341,2500,1,7/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97804515338451,2850,1,7/3/2020,QQY5BH,285000,,,,,,,
QQY5BH97807232726321,2500,1,7/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97807232727481,2500,1,7/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97807232728471,2500,1,7/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97807232732571,2500,1,7/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97807232951981,2500,1,7/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97807232952661,2500,1,7/3/2020,QQY5BH,250000,,,,,,,
QQY5BH97807611950231,2000,1,7/3/2020,QQY5BH,200000,,,,,,,
QQY5BH97814711580491,3200,1,7/3/2020,QQY5BH,320000,,,,,,,
QQY5BH97817301275021,1100,1,7/3/2020,QQY5BH,110000,,,,,,,
QQY5BH97817817500941,1200,1,7/3/2020,QQY5BH,120000,,,,,,,
QQY5BH97819106807041,1000,1,7/3/2020,QQY5BH,100000,,,,,,,
QQY5BH0716625225371,918,1,9/3/2020,QQY5BH,91800,,,,,,,
QQY5BH1915184022541,972,1,9/3/2020,QQY5BH,97200,,,,,,,
QQY5BH6032501837301,800,1,9/3/2020,QQY5BH,80000,,,,,,,
QQY5BH6678882751061,1000,1,9/3/2020,QQY5BH,100000,,,,,,,
QQY5BH6678883884311,540,1,9/3/2020,QQY5BH,54000,,,,,,,
QQY5BH69010169383841,1080,1,9/3/2020,QQY5BH,108000,,,,,,,
QQY5BH7385037111001,324,1,9/3/2020,QQY5BH,32400,,,,,,,
QQY5BH7385638111081,2160,1,9/3/2020,QQY5BH,216000,,,,,,,
QQY5BH7386117611102,540,1,9/3/2020,QQY5BH,54000,,,,,,,
QQY5BH8435700002051,2160,1,9/3/2020,QQY5BH,216000,,,,,,,
QQY5BH88593352025711,1296,1,9/3/2020,QQY5BH,129600,,,,,,,
QQY5BH97800079335491,3240,1,9/3/2020,QQY5BH,324000,,,,,,,
QQY5BH97801413750521,2160,1,9/3/2020,QQY5BH,216000,,,,,,,
QQY5BH97804396914681,3348,1,9/3/2020,QQY5BH,334800,,,,,,,
QQY5BH97804397025841,7560,1,9/3/2020,QQY5BH,756000,,,,,,,
QQY5BH97804404209581,2700,1,9/3/2020,QQY5BH,270000,,,,,,,
QQY5BH97805456465291,3348,1,9/3/2020,QQY5BH,334800,,,,,,,
QQY5BH97805456465671,3348,1,9/3/2020,QQY5BH,334800,,,,,,,
QQY5BH97806035755941,2160,1,9/3/2020,QQY5BH,216000,,,,,,,
QQY5BH97807232808111,2700,1,9/3/2020,QQY5BH,270000,,,,,,,
QQY5BH97807611950231,2160,1,9/3/2020,QQY5BH,216000,,,,,,,
QQY5BH97814449162871,2700,1,9/3/2020,QQY5BH,270000,,,,,,,
QQY5BH97814449363151,2700,1,9/3/2020,QQY5BH,270000,,,,,,,
QQY5BH97814711733631,3456,1,9/3/2020,QQY5BH,345600,,,,,,,
QQY5BH97817301274101,1080,1,9/3/2020,QQY5BH,108000,,,,,,,
QQY5BH97827643311011,1512,1,9/3/2020,QQY5BH,151200,,,,,,,
QQY5BH97881310085081,1620,1,9/3/2020,QQY5BH,162000,,,,,,,
QQY5BH022000135582,1836,1,10/3/2020,QQY5BH,183600,,,,,,,
QQY5BH6392772824391,1080,1,10/3/2020,QQY5BH,108000,,,,,,,
QQY5BH6392777064611,1296,1,10/3/2020,QQY5BH,129600,,,,,,,
QQY5BH69440620613781,2700,1,10/3/2020,QQY5BH,270000,,,,,,,
QQY5BH97814114346081,1512,1,10/3/2020,QQY5BH,151200,,,,,,,
QQY5BH97819410824611,3780,1,10/3/2020,QQY5BH,378000,,,,,,,
QQY5BH50600270881961,2268,1,11/3/2020,QQY5BH,226800,,,,,,,
QQY5BH7385911111111,216,1,11/3/2020,QQY5BH,21600,,,,,,,
QQY5BH7386117611102,540,1,11/3/2020,QQY5BH,54000,,,,,,,
QQY5BH50003140096881,50,1,12/3/2020,QQY5BH,5000,,,,,,,
QQY5BH50600685511471,1296,1,12/3/2020,QQY5BH,129600,,,,,,,
QQY5BH6392771370981,864,1,12/3/2020,QQY5BH,86400,,,,,,,
QQY5BH6392772290381,864,1,12/3/2020,QQY5BH,86400,,,,,,,
QQY5BH6392776744941,972,1,12/3/2020,QQY5BH,97200,,,,,,,
QQY5BH6678883094051,1296,1,12/3/2020,QQY5BH,129600,,,,,,,
QQY5BH6720088056131,1080,1,12/3/2020,QQY5BH,108000,,,,,,,
QQY5BH69422103000101,216,1,12/3/2020,QQY5BH,21600,,,,,,,
QQY5BH0636521661041,9180,1,13/3/2020,QQY5BH,918000,,,,,,,
QQY5BH0738520146861,13000,1,13/3/2020,QQY5BH,1300000,,,,,,,
QQY5BH6094546346341,1080,1,13/3/2020,QQY5BH,108000,,,,,,,
QQY5BH69542591232152,3780,1,13/3/2020,QQY5BH,378000,,,,,,,
QQY5BH8407161322191,3780,1,13/3/2020,QQY5BH,378000,,,,,,,
QQY5BH8727110030411,756,1,13/3/2020,QQY5BH,75600,,,,,,,
QQY5BH8856340040191,864,1,13/3/2020,QQY5BH,86400,,,,,,,
QQY5BH0593381244761,1000,1,14/3/2020,QQY5BH,100000,,,,,,,
QQY5BH0792523182561,140.4,1,14/3/2020,QQY5BH,14040,,,,,,,
QQY5BH61540000179341,1080,1,14/3/2020,QQY5BH,108000,,,,,,,
QQY5BH61540000184981,1080,1,14/3/2020,QQY5BH,108000,,,,,,,
QQY5BH62911065970591,4050,1,14/3/2020,QQY5BH,405000,,,,,,,
QQY5BH62951200051701,1404,1,14/3/2020,QQY5BH,140400,,,,,,,
QQY5BH7385936711101,160,1,14/3/2020,QQY5BH,16000,,,,,,,
QQY5BH7386117611102,540,1,14/3/2020,QQY5BH,54000,,,,,,,
QQY5BH7588348403771,864,1,14/3/2020,QQY5BH,86400,,,,,,,
QQY5BH89013240094221,216,1,14/3/2020,QQY5BH,21600,,,,,,,
